Banque;Ville;Nom Agence;Localisation;Note;Avis;Date Avis
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service très nul. Aucun respect aux clients;il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;c très null, le non respect des clients surtout la jeune femme a droite,;il y a 6 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service médiocre. Aucun respect des clients.;il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;TRES  SATIFAITE DU PERSONNEL QUI EST TRES SERVIABLE;il y a 4 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;il ne s'agit pas du Bureau. de poste. AL IRFANE.;il y a 10 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;S'il y avait 0 étoile je mettrai;il y a 4 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service très très lent!;il y a 6 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service vraiment 🤢🤢 …;il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Le pire service, réfléchissez 100 fois avant d'ouvrir un compte bancaire postal;il y a un mois
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;LE PIRE SERVICE JAMAIS!;il y a 2 mois
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;"Je veux savoir si nous sommes à l'âge de pierre ou ce qui est pire que pire
Nous espérons qu'il y aura un changement dans votre conscience. Merci";il y a un an
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Service n Ikhan;il y a un mois
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Bonjour maman. Nt3rf 3lik. D'accord;il y a 10 ans
Al Barid Bank;Rabat;Al Barid Bank;X4JM+CC2, Rabat 10112;2,5;Bonjour;il y a 11 ans
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;Très mauvaise expérience à l’agence de la Poste du Maroc sur l’avenue Mohammed V. Attendre plus de 2 heures pour une simple opération de caisse est inadmissible ! Le service est lent, désorganisé, et le personnel semble dépassé. Il est vraiment frustrant de perdre autant de temps pour des tâches simples. Vraiment décevant.;il y a 6 mois
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;"Très mauvais service
Aucune courtoisie ni respect de la part des agents de cette agence. Ils ne font même leur travail comme il se doit. …";il y a un an
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;"Les pires services du pays
- manque de respect en agence
- perte du temps en attente …";il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;Service médiocre + retard t9der tb9a 2h voir même plus had l’étoile o bzf 3likom malheureusement;il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;Movies bank Tout les gichi ça marche pas najma ou bezaf 3likom;il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;mauvaise;il y a 10 mois
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;Frais de guichet automatique Toss Bank gratuits à partir de décembre 2024;il y a 2 mois
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;"Service de qualité inférieure.
De plus, le comportement et le comportement de la plupart des employés ici sont de qualité inférieure. Contrairement aux autres agences affiliées à la Banque …";il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;Le seul distributeur au Maroc sans commissions, moyen simple et sécurisé de retirer de l'argent;il y a un an
Al Barid Bank;Rabat;Al Barid Bank;48 Av. Al Maghrib Al Arabi, Rabat;2,7;Frais de guichet automatique gratuits à compter du 24 février;il y a un an
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Le responsable du service où je me suis rendue, m'a bien accueillie, il était attentionné et très gentil... Ça change des personnes qui ne sont pas cordiales...;il y a un an
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;"Il ya vraiment une sourie qui empêche les fonds de sortir du gab agence Barid bque tounfite le30/01/18 j ai effectué deux transactions sans avoir toute ma pension 500dh et 300dh
Priere intervenir";il y a 7 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Bon local avec une attente moyenne de 10~15 min aux heure de pointe.;il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Établissement qui offre une bonne servitude à ces clients;il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Environnement de travail magnifique mais bâtiments à réaménager;il y a un an
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Ci vous êtes  des problèmes a votre compte ccp tu trouve les  solution;il y a 7 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;A côté palais Molay abdelah;il y a 2 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Tres bien;il y a 7 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Pas mal;il y a 6 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Pas de lieu de restauration à proximité;il y a 6 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Très mauvais service;il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Poste du Maroc;il y a 7 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Bon;il y a 7 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Établissement publique;il y a 6 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Je tiens à remercier Souhail, l'imam Adil, Belhaj et la femme enceinte, ainsi que tous ses collègues pour le merveilleux service fluide que je ne pouvais pas croire, le travail très professionnel du personnel professionnel. pour la première …;il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Le siège de l'administration centrale de la Banque postale est bien situé, la réception est bien équipée, elle dispose d'une bonne sécurité et d'excellents services.;il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Les agents des agences à Marrakech manquent d'expérience et de dévouement au travail, en particulier les agences de vermifuges;il y a 6 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Je n'avais pas d'argent à Aplicaccio. Je suis venu vous voir et m'a dit que Sir Daba devait me le rendre.;il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Je suis déçu par la banque au Maroc les distributeurs sont cassés en masse je déconseille de s'en mêler.;il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank Direction Centrale - مصلحة القرارات والتقارير;2535+XH4, Rabat;3,6;Service client médiocre;il y a un an
Al Barid Bank;Rabat;Agence Al Barid Bank;2572+68F, N1, Rabat;3,5;"Staff serviable et aimable.
Frais de la banque sont abordables et raisonables.
Et bien sûr l'application BBM facilite les opérations nécessaires dans le quotidien sans se déplacer (virements , mandats et autres ...)";il y a 4 ans
Al Barid Bank;Rabat;Agence Al Barid Bank;2572+68F, N1, Rabat;3,5;"Agence Barid Cash Rabat Diour Jamaa

BARID CASH
Créée en 2014, Barid Cash filiale d’Al Barid Bank offre un service de transfert simple et rapide pour envoyer et recevoir de l’argent au Maroc et à l’étranger.

Barid Cash s’est imposé une cadence de développement accélérée avec pour axe principal la diversification de sa gamme de produits et services ainsi que la densification de son réseau d’agences.

Barid Cash vous offre également une panoplie complète de services de proximité tels que le paiement mobile le paiement de factures de taxes et impôts, l’achat de ticket de transport";il y a 2 ans
Al Barid Bank;Rabat;Agence Al Barid Bank;2572+68F, N1, Rabat;3,5;Service de caisse médiocre;il y a 3 ans
Al Barid Bank;Rabat;Agence Al Barid Bank;2572+68F, N1, Rabat;3,5;Le PIRE service client que j'ai jamais connu. Spécialement du front office. Pour récupérer mes cartons, elle ne sait pas comment le confirmer sur le système. Et c'est dommage que le responsable de la sécurité ne respecte pas la liste d'attente. Alors un gars est venu après moi et il a servi rapidement parce qu'ils se connaissent. Je ne sais pas pourquoi nous sommes en 2023 et les bureaux marocains sont toujours les mêmes.;il y a 2 ans
Al Barid Bank;Rabat;Agence Al Barid Bank;2572+68F, N1, Rabat;3,5;Service épouvantable. Manque de personnel. De longues heures d'attente.;il y a 5 ans
Al Barid Bank;Rabat;Agence Al Barid Bank;2572+68F, N1, Rabat;3,5;Bon;il y a 3 ans
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;Personne à l'agence en heure de pointe. 45 min d’attente pour envoyer un courrier. A fuir;il y a un an
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;"Personnel aigri. 30 min d’attente pour mon colis alors que y’a personne à l’agence sauf le le directeur qui pianotait sur son tel et ordinateur au lieu de faire un petit geste et se lever pour voir cette cliente qui attend sous prétexte que c’est l’heure  de la prière avez vous penser à ceux qui ont une petite pause aussi qui travaillent comme vous qui ont pas bq de temps à ma grande surprise la porte s’ouvre à un fonctionnaire d’état avec un gros sourire pendant que cette femme attend son colis toujours vous êtes graves avec vos apparences .
Ps horaires continues soit disant la poste qui est un organisme de fonction public devrait respecter ses horaires pour servir le contribuable ( ceux qui les payent )";il y a 2 ans
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;"Mauvais service et délai d'attente trop long devant la porte.
System toujours en panne et caissiers souvant en pause...je galére à chaque fois que je visite cette agence...
""Une étoile car il n y a pas 0""";il y a 2 ans
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;"Manque de politesse et agressivité de la part de l’employé de l’agence Rabat agdal, Al Barid Bank.

Il s’agit d’une femme d’environ 45 ans";il y a 5 ans
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;L'un des meilleurs directeurs de banque postale avec qui j'ai jamais eu affaire est M. Hassan.;il y a un an
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;Très mauvais service !!!!!;il y a 6 mois
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;Ve versions d;il y a 11 mois
Al Barid Bank;Rabat;Al Barid Bank, Agence Agdal;X5X2+P4X, Av. Fal Ould Oumeir, Rabat;2,3;Service neuf;il y a un an
Al Barid Bank;Rabat;Al Barid Bank;256C+6QW, Rabat;1,0;Agence vide sans relais 7choma? On laisse nos postes au détriment de notre pause déjeuner pour trouver personne et faire des aller et des retours;il y a 10 mois
Al Barid Bank;Rabat;Al Barid Bank;256C+6QW, Rabat;1,0;Service désagréable;il y a 2 ans
Al Barid Bank;Rabat;Al Barid Bank;256C+6QW, Rabat;1,0;Merci de reconsidérer cette agence ou d'envoyer un comité de suivi, prestations désastreuses et manque de personnel qui ne répond pas à l'objectif des clients.;il y a 2 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;"Distributeur automatique de la seule banque connue qui ne facture pas de frais pour le retrait d'espèces.

En raison des retraits gratuits et du fait que le guichet automatique est situé en bordure de la célèbre place Jaama Fna, vous pouvez vous attendre à des files d'attente et il est possible que la machine soit en panne ou qu'elle n'ait plus d'argent.

Cependant, il y a d'autres distributeurs automatiques d'Al Barid à 10 minutes d'ici, donc cela vaut toujours la peine d'essayer si vous avez le temps.";il y a une semaine
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;Le distributeur automatique n'a pas distribué d'argent. Au lieu de cela, il a avalé ma carte et s'est écrasé. J'ai ensuite dû dessiner un numéro à l'intérieur. Après 1h30 d'attente, c'était mon tour, l'employé de la banque était très gentil et j'ai été immédiatement aidé et on m'a rendu ma carte. De manière générale, je pense que la machine a un problème avec les cartes allemandes.;il y a 2 semaines
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;J'ai utilisé le guichet automatique pour retirer du MAD en utilisant ma carte de débit en tant que touriste. Distribué des billets de 100 MAD. La première fois, tout s'est bien passé, cependant, à notre retour vers 10h30 un autre jour, le distributeur n'avait plus d'argent liquide, tout comme l'autre guichet automatique de la Barid Bank à proximité, devant le palais de la Bahia. Décevant compte tenu de la popularité de ce guichet automatique auprès des touristes (souvent une file d'attente pour retirer).;il y a un mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;Nous avons utilisé le guichet automatique ici pour retirer de l'argent lors d'une visite au Royaume-Uni. Rien à redire : le guichet automatique de droite sert à changer d'argent et le guichet automatique de gauche est destiné aux retraits. Aucun frais administratif sur les retraits. Interface simple. Parfois, il faut attendre 10 à 15 minutes car c'est populaire.;il y a 3 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;L'expérience a été incroyablement décevante. L'agent de sécurité était extrêmement impoli et le personnel ne semblait pas intéressé à accomplir ses tâches. Mon rendez-vous était prévu à 8h00, mais j'ai fini par attendre quatre heures. Même si mon rendez-vous était censé se terminer à midi, j'ai été obligé d'attendre une heure supplémentaire. Pour aggraver les choses, j’ai raté un examen à cause de ce retard inutile. Le manque de professionnalisme et de respect du temps des autres est inacceptable.;il y a 2 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;"Face à la banque, le guichet automatique de droite consiste à échanger des billets contre des billets.

Le guichet automatique de gauche acceptera les cartes (carte de débit GB utilisée)

Aucun frais facturé. Les files d'attente peuvent être longues.

Un processus simple et rapide.";il y a 4 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;ATM Sans frais de retrait. Cependant, cela n'a fonctionné qu'en retirant au moins 1000 MAD, rien de moins n'a fonctionné.;il y a 6 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;Ne m'a rien facturé lors du retrait avec la carte Revolut.;il y a 4 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;MEILLEUR guichet automatique. Aucun frais de service pour les cartes Wise et internationales !!;il y a 5 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;Retrait sans frais au guichet automatique pour une carte américaine;il y a 5 mois
Al Barid Bank;Marrakech;Al Barid Bank (Agence Jamaa Fena);322 Saada, 4B Mhamid, Marrakech 40000;4,0;Pas de frais de retrait, je ne peux que recommander la machine;il y a 5 mois
